food_id,wikipedia_id,food_group,food_subgroup,ncbi_taxonomy_id,db,rank,matched_taxid,kingdom,phylum,class,order,family,genus,species,taxon,taxrank,kraken_raw_reads,reads,sample_id,lineage,taxid_lineage,relative_abundance,total_reads,total_raw_reads,bacteria_reads,human_reads
479,Sesbania_bispinosa,Vegetables,Other vegetables,485725,genbank,species,485725,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Sesbania,Sesbania bispinosa,Sesbania bispinosa,species,164,165,positive_14,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Fabales;f__Fabaceae;g__Sesbania;s__Sesbania bispinosa,2759;35493;3398;72025;3803;3894;485725,1.88680194617331e-05,8744956,5328339,7889524,2654
81,Ficus_carica,Fruits,Other fruits,3494,genbank,species,3494,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Moraceae,Ficus,Ficus carica,Ficus carica,species,1880,1926,positive_14,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Rosales;f__Moraceae;g__Ficus;s__Ficus carica,2759;35493;3398;3744;3487;3493;3494,0.000220241245353321,8744956,5328339,7889524,2654
106,Mango,Fruits,Tropical fruits,29780,genbank,species,29780,Eukaryota,Streptophyta,Magnoliopsida,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,Mangifera indica,species,37,37,positive_14,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Sapindales;f__Anacardiaceae;g__Mangifera;s__Mangifera indica,2759;35493;3398;41937;4011;23461;29780,4.23101042475228e-06,8744956,5328339,7889524,2654
70,Cymbopogon citratus,Herbs and Spices,Herbs,66014,genbank,species,66014,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Cymbopogon,Cymbopogon citratus,Cymbopogon citratus,species,674,674,positive_14,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Poales;f__Poaceae;g__Cymbopogon;s__Cymbopogon citratus,2759;35493;3398;38820;4479;66013;66014,7.70730007103524e-05,8744956,5328339,7889524,2654
483,Sheep,Animal foods,Ovis,9940,genbank,species,9940,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis aries,Ovis aries,species,230478,644519,positive_13,k__Eukaryota;p__Chordata;c__Mammalia;o__Artiodactyla;f__Bovidae;g__Ovis;s__Ovis aries,2759;7711;40674;91561;9895;9935;9940,0.0736571592876826,8750256,5289267,7890759,2034
309,Bluefish,Aquatic foods,Fishes,75034,nucleotide,species,75034,Eukaryota,Chordata,Actinopteri,Scombriformes,Pomatomidae,Pomatomus,Pomatomus saltatrix,Pomatomus saltatrix,species,44,44,positive_13,k__Eukaryota;p__Chordata;c__Actinopteri;o__Scombriformes;f__Pomatomidae;g__Pomatomus;s__Pomatomus saltatrix,2759;7711;186623;1489894;30864;75033;75034,5.02842431124301e-06,8750256,5289267,7890759,2034
425,Enteroctopus dofleini,Aquatic foods,Mollusks,267067,genbank,species,267067,Eukaryota,Mollusca,Cephalopoda,Octopoda,Octopodidae,Enteroctopus,Enteroctopus dofleini,Enteroctopus dofleini,species,9468,9606,positive_13,k__Eukaryota;p__Mollusca;c__Cephalopoda;o__Octopoda;f__Octopodidae;g__Enteroctopus;s__Enteroctopus dofleini,2759;6447;6605;6638;6647;267066;267067,0.00109779645304092,8750256,5289267,7890759,2034
879,Capsicum_pubescens,Vegetables,Fruit vegetables,113210,genbank,species,113210,Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,Capsicum pubescens,Capsicum pubescens,species,78998,157357,positive_13,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Solanales;f__Solanaceae;g__Capsicum;s__Capsicum pubescens,2759;35493;3398;4069;4070;4071;113210,0.0179831310078242,8750256,5289267,7890759,2034
47,Chickpea,Pulses,Peas,3827,genbank,species,3827,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Cicer,Cicer arietinum,Cicer arietinum,species,2025,2088,positive_13,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Fabales;f__Fabaceae;g__Cicer;s__Cicer arietinum,2759;35493;3398;72025;3803;3826;3827,0.000238621590042623,8750256,5289267,7890759,2034
200,Mung bean,Pulses,Beans,157791,genbank,species,157791,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vigna,Vigna radiata,Vigna radiata,species,352,496,positive_13,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Fabales;f__Fabaceae;g__Vigna;s__Vigna radiata,2759;35493;3398;72025;3803;3913;157791,5.66840558721939e-05,8750256,5289267,7890759,2034
298,Bamboo_shoots,Vegetables,Shoot vegetables,38705,genbank,species,38705,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Phyllostachys,Phyllostachys edulis,Phyllostachys edulis,species,43092,43188,positive_13,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Poales;f__Poaceae;g__Phyllostachys;s__Phyllostachys edulis,2759;35493;3398;38820;4479;15747;38705,0.00493562702622643,8750256,5289267,7890759,2034
88,Barley,Cereals and cereal products,Cereals,4513,genbank,species,4513,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Hordeum,Hordeum vulgare,Hordeum vulgare,species,152,165,positive_13,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Poales;f__Poaceae;g__Hordeum;s__Hordeum vulgare,2759;35493;3398;38820;4479;4512;4513,1.88565911671613e-05,8750256,5289267,7890759,2034
76,Loquat,Fruits,Tropical fruits,32224,nucleotide,species,32224,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Eriobotrya,Eriobotrya japonica,Eriobotrya japonica,species,4960,599951,positive_9,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Rosales;f__Rosaceae;g__Eriobotrya;s__Eriobotrya japonica,2759;35493;3398;3744;3745;23166;32224,0.0688500336417263,8713881,5044651,7891347,1838
98,Lentils,Pulses,Lentils,3864,nucleotide,species,3864,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Lens,Lens culinaris,Lens culinaris,species,54381,162050,positive_9,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Fabales;f__Fabaceae;g__Lens;s__Lens culinaris,2759;35493;3398;72025;3803;3863;3864,0.0185967653219042,8713881,5044651,7891347,1838
47,Chickpea,Pulses,Peas,3827,genbank,species,3827,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Cicer,Cicer arietinum,Cicer arietinum,species,501,533,positive_9,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Fabales;f__Fabaceae;g__Cicer;s__Cicer arietinum,2759;35493;3398;72025;3803;3826;3827,6.11667751717059e-05,8713881,5044651,7891347,1838
85,Soybean,Soy,Soy,3847,genbank,species,3847,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Glycine,Glycine max,Glycine max,species,34,37,positive_9,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Fabales;f__Fabaceae;g__Glycine;s__Glycine max,2759;35493;3398;72025;3803;3846;3847,4.24609883931167e-06,8713881,5044651,7891347,1838
328,Cassava,Vegetables,Tubers,3983,genbank,species,3983,Eukaryota,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Manihot,Manihot esculenta,Manihot esculenta,species,2303,2569,positive_9,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Malpighiales;f__Euphorbiaceae;g__Manihot;s__Manihot esculenta,2759;35493;3398;3646;3977;3982;3983,0.000294816970761937,8713881,5044651,7891347,1838
46,Chamaemelum nobile,Herbs and Spices,Herbs,99037,nucleotide,species,99037,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Chamaemelum,Chamaemelum nobile,Chamaemelum nobile,species,25,408,positive_9,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asterales;f__Asteraceae;g__Chamaemelum;s__Chamaemelum nobile,2759;35493;3398;4209;4210;99036;99037,4.68218466605179e-05,8713881,5044651,7891347,1838
565,Enokitake,Vegetables,Mushrooms,38945,genbank,species,38945,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Flammulina,Flammulina velutipes,Flammulina velutipes,species,44633,44830,positive_9,k__Eukaryota;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Physalacriaceae;g__Flammulina;s__Flammulina velutipes,2759;5204;155619;5338;862241;38944;38945,0.00514466516125249,8713881,5044651,7891347,1838
311,Bowhead whale,Aquatic foods,Cetaceans,27602,nucleotide,species,27602,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenidae,Balaena,Balaena mysticetus,Balaena mysticetus,species,9761,10318,positive_9,k__Eukaryota;p__Chordata;c__Mammalia;o__Artiodactyla;f__Balaenidae;g__Balaena;s__Balaena mysticetus,2759;7711;40674;91561;30558;27601;27602,0.00118408777902751,8713881,5044651,7891347,1838
338,Garland chrysanthemum,Vegetables,Leaf vegetables,99038,genbank,species,99038,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Glebionis,Glebionis coronaria,Glebionis coronaria,species,670470,674224,positive_12,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asterales;f__Asteraceae;g__Glebionis;s__Glebionis coronaria,2759;35493;3398;4209;4210;1478145;99038,0.0767458897675941,8785148,5806639,7891304,2445
85,Soybean,Soy,Soy,3847,genbank,species,3847,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Glycine,Glycine max,Glycine max,species,8921,9348,positive_12,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Fabales;f__Fabaceae;g__Glycine;s__Glycine max,2759;35493;3398;72025;3803;3846;3847,0.00106406858484342,8785148,5806639,7891304,2445
292,Pyrus pyrifolia,Fruits,Pomes,3767,genbank,species,3767,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Pyrus,Pyrus pyrifolia,Pyrus pyrifolia,species,1006,2330,positive_12,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Rosales;f__Rosaceae;g__Pyrus;s__Pyrus pyrifolia,2759;35493;3398;3744;3745;3766;3767,0.000265220346885448,8785148,5806639,7891304,2445
499,Taro,Vegetables,Root vegetables,4460,genbank,species,4460,Eukaryota,Streptophyta,Magnoliopsida,Alismatales,Araceae,Colocasia,Colocasia esculenta,Colocasia esculenta,species,42356,42415,positive_12,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Alismatales;f__Araceae;g__Colocasia;s__Colocasia esculenta,2759;35493;3398;16360;4454;4459;4460,0.00482803476959068,8785148,5806639,7891304,2445
476,Bearded_seal,Aquatic foods,Pinnipeds,39304,nucleotide,species,39304,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Erignathus,Erignathus barbatus,Erignathus barbatus,species,160111,163039,positive_12,k__Eukaryota;p__Chordata;c__Mammalia;o__Carnivora;f__Phocidae;g__Erignathus;s__Erignathus barbatus,2759;7711;40674;33554;9709;39182;39304,0.0185584807450028,8785148,5806639,7891304,2445
439,Northern_pike,Aquatic foods,Fishes,8010,genbank,species,8010,Eukaryota,Chordata,Actinopteri,Esociformes,Esocidae,Esox,Esox lucius,Esox lucius,species,39,43,positive_12,k__Eukaryota;p__Chordata;c__Actinopteri;o__Esociformes;f__Esocidae;g__Esox;s__Esox lucius,2759;7711;186623;8007;8008;8009;8010,4.89462442749969e-06,8785148,5806639,7891304,2445
234,Rambutan,Fruits,Tropical fruits,151071,genbank,species,151071,Eukaryota,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Nephelium,Nephelium lappaceum,Nephelium lappaceum,species,507023,536948,positive_1,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Sapindales;f__Sapindaceae;g__Nephelium;s__Nephelium lappaceum,2759;35493;3398;41937;23672;151070;151071,0.0622338794875465,8627905,5606773,7890603,3298
65,Cucumber,Gourds,Gourds,3659,genbank,species,3659,Eukaryota,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucumis,Cucumis sativus,Cucumis sativus,species,131345,145457,positive_1,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Cucurbitales;f__Cucurbitaceae;g__Cucumis;s__Cucumis sativus,2759;35493;3398;71239;3650;3655;3659,0.0168589014366755,8627905,5606773,7890603,3298
916,Amelanchier alnifolia,Fruits,Berries,32219,nucleotide,species,32219,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Amelanchier,Amelanchier alnifolia,Amelanchier alnifolia,species,19,7334,positive_1,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Rosales;f__Rosaceae;g__Amelanchier;s__Amelanchier alnifolia,2759;35493;3398;3744;3745;23139;32219,0.000850032539764868,8627905,5606773,7890603,3298
801,Camellia_oleifera,Herbs and Spices,Oilseed crops,385388,genbank,species,385388,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Theaceae,Camellia,Camellia oleifera,Camellia oleifera,species,88,148,positive_1,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Ericales;f__Theaceae;g__Camellia;s__Camellia oleifera,2759;35493;3398;41945;27065;4441;385388,1.7153642744096e-05,8627905,5606773,7890603,3298
196,Verbena officinalis,Herbs and Spices,Herbs,79772,genbank,species,79772,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Verbenaceae,Verbena,Verbena officinalis,Verbena officinalis,species,40,42,positive_1,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Lamiales;f__Verbenaceae;g__Verbena;s__Verbena officinalis,2759;35493;3398;4143;21910;22002;79772,4.86792564359482e-06,8627905,5606773,7890603,3298
361,Eastern oyster,Aquatic foods,Mollusks,6565,genbank,species,6565,Eukaryota,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,Crassostrea virginica,Crassostrea virginica,species,41068,41242,positive_1,k__Eukaryota;p__Mollusca;c__Bivalvia;o__Ostreida;f__Ostreidae;g__Crassostrea;s__Crassostrea virginica,2759;6447;6544;6562;6563;6564;6565,0.00478007117602709,8627905,5606773,7890603,3298
344,Common octopus,Aquatic foods,Mollusks,6645,genbank,species,6645,Eukaryota,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus vulgaris,Octopus vulgaris,species,1939,2114,positive_1,k__Eukaryota;p__Mollusca;c__Cephalopoda;o__Octopoda;f__Octopodidae;g__Octopus;s__Octopus vulgaris,2759;6447;6605;6638;6647;6643;6645,0.000245018924060939,8627905,5606773,7890603,3298
400,Katharina tunicata,Aquatic foods,Mollusks,34587,genbank,species,34587,Eukaryota,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,Katharina tunicata,Katharina tunicata,species,698,719,positive_1,k__Eukaryota;p__Mollusca;c__Polyplacophora;o__Chitonida;f__Mopaliidae;g__Katharina;s__Katharina tunicata,2759;6447;6650;6652;34585;34586;34587,8.33342508986828e-05,8627905,5606773,7890603,3298
68,Turmeric,Herbs and Spices,Spices,136217,genbank,species,136217,Eukaryota,Streptophyta,Magnoliopsida,Zingiberales,Zingiberaceae,Curcuma,Curcuma longa,Curcuma longa,species,559990,572554,positive_11,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Zingiberales;f__Zingiberaceae;g__Curcuma;s__Curcuma longa,2759;35493;3398;4618;4642;99568;136217,0.0660022414437462,8674766,5684374,7890955,2704
177,Sorghum,Cereals and cereal products,Cereals,4558,genbank,species,4558,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Sorghum,Sorghum bicolor,Sorghum bicolor,species,10411,10725,positive_11,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Poales;f__Poaceae;g__Sorghum;s__Sorghum bicolor,2759;35493;3398;38820;4479;4557;4558,0.0012363445884304,8674766,5684374,7890955,2704
510,Wax_gourd,Gourds,Gourds,102211,genbank,species,102211,Eukaryota,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Benincasa,Benincasa hispida,Benincasa hispida,species,2301,2373,positive_11,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Cucurbitales;f__Cucurbitaceae;g__Benincasa;s__Benincasa hispida,2759;35493;3398;71239;3650;102210;102211,0.000273552047398166,8674766,5684374,7890955,2704
101,Flax,Herbs and Spices,Oilseed crops,4006,genbank,species,4006,Eukaryota,Streptophyta,Magnoliopsida,Malpighiales,Linaceae,Linum,Linum usitatissimum,Linum usitatissimum,species,613,615,positive_11,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Malpighiales;f__Linaceae;g__Linum;s__Linum usitatissimum,2759;35493;3398;3646;4004;4005;4006,7.0895284091813e-05,8674766,5684374,7890955,2704
345,Valerianella locusta,Vegetables,Leaf vegetables,59166,nucleotide,species,59166,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Valerianella,Valerianella locusta,Valerianella locusta,species,27,62,positive_11,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Dipsacales;f__Caprifoliaceae;g__Valerianella;s__Valerianella locusta,2759;35493;3398;4199;4200;59165;59166,7.14716685153236e-06,8674766,5684374,7890955,2704
299,Striped bass,Aquatic foods,Fishes,34816,genbank,species,34816,Eukaryota,Chordata,Actinopteri,"",Moronidae,Morone,Morone saxatilis,Morone saxatilis,species,152240,159389,positive_11,k__Eukaryota;p__Chordata;c__Actinopteri;o__;f__Moronidae;g__Morone;s__Morone saxatilis,2759;7711;186623;;42148;34815;34816,0.0183738673757886,8674766,5684374,7890955,2704
413,Milkfish,Aquatic foods,Fishes,29144,genbank,species,29144,Eukaryota,Chordata,Actinopteri,Gonorynchiformes,Chanidae,Chanos,Chanos chanos,Chanos chanos,species,34994,35226,positive_11,k__Eukaryota;p__Chordata;c__Actinopteri;o__Gonorynchiformes;f__Chanidae;g__Chanos;s__Chanos chanos,2759;7711;186623;29140;29142;29143;29144,0.0040607435405174,8674766,5684374,7890955,2704
361,Eastern oyster,Aquatic foods,Mollusks,6565,genbank,species,6565,Eukaryota,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,Crassostrea virginica,Crassostrea virginica,species,163,163,positive_11,k__Eukaryota;p__Mollusca;c__Bivalvia;o__Ostreida;f__Ostreidae;g__Crassostrea;s__Crassostrea virginica,2759;6447;6544;6562;6563;6564;6565,1.8790132206448e-05,8674766,5684374,7890955,2704
329,Channel_catfish,Aquatic foods,Fishes,7998,genbank,species,7998,Eukaryota,Chordata,Actinopteri,Siluriformes,Ictaluridae,Ictalurus,Ictalurus punctatus,Ictalurus punctatus,species,577932,613884,positive_7,k__Eukaryota;p__Chordata;c__Actinopteri;o__Siluriformes;f__Ictaluridae;g__Ictalurus;s__Ictalurus punctatus,2759;7711;186623;7995;7996;7997;7998,0.0707074511516723,8682027,5642051,7892198,9455
482,Stenodus leucichthys,Aquatic foods,Fishes,59296,nucleotide,species,59296,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Stenodus,Stenodus leucichthys,Stenodus leucichthys,species,8999,10933,positive_7,k__Eukaryota;p__Chordata;c__Actinopteri;o__Salmoniformes;f__Salmonidae;g__Stenodus;s__Stenodus leucichthys,2759;7711;186623;8006;8015;59295;59296,0.00125926814095372,8682027,5642051,7892198,9455
359,Dungeness crab,Aquatic foods,Crustaceans,29965,genbank,species,29965,Eukaryota,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,species,99085,118394,positive_7,k__Eukaryota;p__Arthropoda;c__Malacostraca;o__Decapoda;f__Cancridae;g__Metacarcinus;s__Metacarcinus magister,2759;6656;6681;6683;6753;555451;29965,0.0136366772413861,8682027,5642051,7892198,9455
565,Enokitake,Vegetables,Mushrooms,38945,genbank,species,38945,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Flammulina,Flammulina velutipes,Flammulina velutipes,species,175,187,positive_7,k__Eukaryota;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Physalacriaceae;g__Flammulina;s__Flammulina velutipes,2759;5204;155619;5338;862241;38944;38945,2.15387489580486e-05,8682027,5642051,7892198,9455
322,Calabash,Gourds,Gourds,3668,genbank,species,3668,Eukaryota,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Lagenaria,Lagenaria siceraria,Lagenaria siceraria,species,28916,33170,positive_7,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Cucurbitales;f__Cucurbitaceae;g__Lagenaria;s__Lagenaria siceraria,2759;35493;3398;71239;3650;3667;3668,0.00382053637935012,8682027,5642051,7892198,9455
148,Prunus_dulcis,Nuts,Nuts,3755,genbank,species,3755,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus dulcis,Prunus dulcis,species,983,3142,positive_7,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Rosales;f__Rosaceae;g__Prunus;s__Prunus dulcis,2759;35493;3398;3744;3745;3754;3755,0.000361897054685501,8682027,5642051,7892198,9455
98,Lentils,Pulses,Lentils,3864,nucleotide,species,3864,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Lens,Lens culinaris,Lens culinaris,species,227,664,positive_7,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Fabales;f__Fabaceae;g__Lens;s__Lens culinaris,2759;35493;3398;72025;3803;3863;3864,7.64798358724293e-05,8682027,5642051,7892198,9455
427,Okra,Vegetables,Other vegetables,455045,genbank,species,455045,Eukaryota,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Abelmoschus,Abelmoschus esculentus,Abelmoschus esculentus,species,564453,576545,positive_8,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Malvales;f__Malvaceae;g__Abelmoschus;s__Abelmoschus esculentus,2759;35493;3398;41938;3629;183218;455045,0.0663213013374806,8693210,5569116,7893086,1722
103,Lichee,Fruits,Tropical fruits,151069,genbank,species,151069,Eukaryota,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Litchi,Litchi chinensis,Litchi chinensis,species,2058,2171,positive_8,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Sapindales;f__Sapindaceae;g__Litchi;s__Litchi chinensis,2759;35493;3398;41937;23672;151068;151069,0.000249735138113539,8693210,5569116,7893086,1722
107,Matricaria chamomilla,Herbs and Spices,Herbs,127986,nucleotide,species,98504,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Matricaria,Matricaria chamomilla,Matricaria chamomilla,species,3993,33004,positive_8,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asterales;f__Asteraceae;g__Matricaria;s__Matricaria chamomilla,2759;35493;3398;4209;4210;56016;98504,0.00379652625439855,8693210,5569116,7893086,1722
4,Kiwifruit,Fruits,Tropical fruits,3625,genbank,species,3625,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Actinidiaceae,Actinidia,Actinidia chinensis,Actinidia chinensis,species,38,38,positive_8,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Ericales;f__Actinidiaceae;g__Actinidia;s__Actinidia chinensis,2759;35493;3398;41945;3623;3624;3625,4.37122765928811e-06,8693210,5569116,7893086,1722
118,Nutmeg,Herbs and Spices,Spices,51089,nucleotide,species,51089,Eukaryota,Streptophyta,Magnoliopsida,Magnoliales,Myristicaceae,Myristica,Myristica fragrans,Myristica fragrans,species,61784,174781,positive_8,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Magnoliales;f__Myristicaceae;g__Myristica;s__Myristica fragrans,2759;35493;3398;3400;22274;51088;51089,0.0201054616188957,8693210,5569116,7893086,1722
581,Blue whiting,Aquatic foods,Fishes,81636,nucleotide,species,81636,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Micromesistius,Micromesistius poutassou,Micromesistius poutassou,species,9756,11006,positive_8,k__Eukaryota;p__Chordata;c__Actinopteri;o__Gadiformes;f__Gadidae;g__Micromesistius;s__Micromesistius poutassou,2759;7711;186623;8043;8045;81635;81636,0.00126604556889803,8693210,5569116,7893086,1722
562,Shiitake,Vegetables,Mushrooms,5353,genbank,species,5353,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes,Lentinula edodes,species,696,702,positive_8,k__Eukaryota;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Omphalotaceae;g__Lentinula;s__Lentinula edodes,2759;5204;155619;5338;72117;5352;5353,8.07526793900067e-05,8693210,5569116,7893086,1722
387,Chondrus_crispus,Aquatic foods,Seaweed,2769,genbank,species,2769,Eukaryota,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Chondrus,Chondrus crispus,Chondrus crispus,species,153,155,positive_8,k__Eukaryota;p__Rhodophyta;c__Florideophyceae;o__Gigartinales;f__Gigartinaceae;g__Chondrus;s__Chondrus crispus,2759;2763;2806;28017;29217;2768;2769,1.78300075576226e-05,8693210,5569116,7893086,1722
86,Sunflower,Herbs and Spices,Oilseed crops,4232,genbank,species,4232,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,Helianthus annuus,Helianthus annuus,species,288581,619907,positive_4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asterales;f__Asteraceae;g__Helianthus;s__Helianthus annuus,2759;35493;3398;4209;4210;4231;4232,0.071075360701376,8721827,5418480,7892727,2664
392,Jerusalem artichoke,Vegetables,Tubers,4233,genbank,species,4233,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,Helianthus tuberosus,Helianthus tuberosus,species,80,143,positive_4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asterales;f__Asteraceae;g__Helianthus;s__Helianthus tuberosus,2759;35493;3398;4209;4210;4231;4233,1.63956473798437e-05,8721827,5418480,7892727,2664
16,Mr. Peanut,Nuts,Nuts,3818,genbank,species,3818,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,Arachis hypogaea,Arachis hypogaea,species,150412,151755,positive_4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Fabales;f__Fabaceae;g__Arachis;s__Arachis hypogaea,2759;35493;3398;72025;3803;3817;3818,0.0173994508260712,8721827,5418480,7892727,2664
99,Garden cress,Vegetables,Leaf vegetables,33125,genbank,species,33125,Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,Lepidium sativum,Lepidium sativum,species,39743,40950,positive_4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Brassicales;f__Brassicaceae;g__Lepidium;s__Lepidium sativum,2759;35493;3398;3699;3700;19205;33125,0.00469511720422797,8721827,5418480,7892727,2664
281,Crateva religiosa,Fruits,Tropical fruits,202634,nucleotide,species,202634,Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Capparaceae,Crateva,Crateva religiosa,Crateva religiosa,species,77,444,positive_4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Brassicales;f__Capparaceae;g__Crateva;s__Crateva religiosa,2759;35493;3398;3699;301453;190805;202634,5.09067652912629e-05,8721827,5418480,7892727,2664
11,Cashew_nut,Nuts,Nuts,171929,genbank,species,171929,Eukaryota,Streptophyta,Magnoliopsida,Sapindales,Anacardiaceae,Anacardium,Anacardium occidentale,Anacardium occidentale,species,137,137,positive_4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Sapindales;f__Anacardiaceae;g__Anacardium;s__Anacardium occidentale,2759;35493;3398;41937;4011;171928;171929,1.5707718119151e-05,8721827,5418480,7892727,2664
