compound_id,name,mono_mass,source_type,unit,median_content,min_content,max_content,iqr_content,n_foods_measured,n_total_foods
16256,Chlorine,69.937705414,Compound,mg/100g,36.25,1.6,1365,82.9375,49,561
4486,Fluoride,18.998403205,Compound,mg/100g,0.0224,0,0.584,0.024,59,561
787,L-Asparagine,132.053492132,Compound,mg/100g,173.4176338,8.7,11634,820.9636515,19,561
1037,4-Aminobenzoic acid,137.047678473,Compound,mg/100g,0.05,0.05,0.05,0,1,561
1182,Cellulose,342.116211546,Compound,mg/100g,8500,485,43730,23775,17,561
1325,Methyl 3-methylbutanoate,116.083729628,Compound,mg/100g,1.255,0.06,2.45,1.195,2,561
1326,Ethyl isovalerate,130.099379692,Compound,mg/100g,0.039,0.039,0.039,0,1,561
3241,Ethyl acetate,88.0524295,Compound,mg/100g,0.0295,0.009,6.15,3.0705,3,561
3338,Methyl caprylate,158.13067982,Compound,mg/100g,0.075,0.075,0.075,0,1,561
3798,Esters,414.349780721,Compound,mg/100g,12.55,12.55,12.55,0,1,561
3805,Methyl-beta-hydroxybutyrate,118.062994182,Compound,mg/100g,0.0006,0.0006,0.0006,0,1,561
3806,Methyl-beta-hydroxyhexanoate,146.094294314,Compound,mg/100g,0.0021,0.0021,0.0021,0,1,561
3807,Methyl-beta-methylthiopropionate,134.040150254,Compound,mg/100g,0.061,0.061,0.061,0,1,561
3809,Methylisocaproate,130.099379692,Compound,mg/100g,0.14,0.14,0.14,0,1,561
3812,Nitrate,61.987817871,Compound,mg/100g,60,60,60,0,1,561
8115,Malic acid,134.021523302,Compound,mg/100g,730,60,58350,1300,25,561
8119,Dimethyl malonate,132.042258744,Compound,mg/100g,0.006,0.006,0.006,0,1,561
8298,Acetaldehyde,44.02621475,Compound,mg/100g,0.10025,0.0975,0.9,0.201,4,561
20388,Furaneol,128.047344122,Compound,mg/100g,0.12,0.12,0.12,0,1,561
12161,Serotonin,176.094963016,Compound,mg/100g,1.25,0,350,6.593153291,16,561
12213,Ethyl acrylate,100.0524295,Compound,mg/100g,0.077,0.077,0.077,0,1,561
12376,Chavicol,134.073164942,Compound,mg/100g,23.375,0.027,48.75,46.79325,4,561
14103,4-Butyl-gamma-butyrolactone,142.099379692,Compound,mg/100g,0.0045,0.00045,0.03,0.014775,2,561
19451,Methyl 4Z-octenoate,156.115029756,Compound,mg/100g,0.0001,0.0001,0.0001,0,1,561
19928,Ethyl hexanoate,144.115029756,Compound,mg/100g,1.1385,0.077,2.2,1.0615,2,561
20152,Ethyl 3-(methylthio)propanoate,148.055800318,Compound,mg/100g,0.009,0.009,0.009,0,1,561
148,Apigenin 7-O-(6''-malonyl-apiosyl-glucoside),650.148299534,Compound,mg/100g,39.295000712,31.590001424,47,7.704999288,2,561
2801,Apiin,564.147905604,Compound,mg/100g,4.495000104,0,111,33.5625001485,3,561
144,Luteolin 7-O-(2-apiosyl-6-malonyl)-glucoside,666.143214156,Compound,mg/100g,2.115000015,0.055,427,18.912499855,6,561
1541,Luteolin 7-(2''-apiosylglucoside),580.142820226,Compound,mg/100g,319.1500002545,6.300000509,632,312.8499997455,2,561
14283,Luteolin 7-glucoside,448.100561482,Compound,mg/100g,10,0,128,12.6386428625,9,561
139,Luteolin 7-malonylglucoside,534.100955412,Compound,mg/100g,6.660000483,0,92,46,3,561
150,Chrysoeriol 7-O-(6''-malonyl-apiosyl-glucoside),680.15886422,Compound,mg/100g,136.7750091555,35.550003052,238.000015259,101.2250061035,2,561
16524,Chrysoeriol 7-(6''-malonylglucoside),548.116605476,Compound,mg/100g,0,0,0,0,2,561
16522,Chrysoeriol 7-[apiofuranosyl-(1->2)-glucoside],594.15847029,Compound,mg/100g,237.460000038,7.920000076,467,229.539999962,2,561
16519,Chrysoeriol 7-glucoside,462.116211546,Compound,mg/100g,0,0,0,0,2,561
1324,3-Methylbutanoic acid,102.068079564,Compound,mg/100g,0.12,0.1,6,2.95,3,561
1462,cis-beta-Ocimene,136.125200512,Compound,mg/100g,6.8775,0.005,225,31.45,14,561
2542,Bergapten,216.042258738,Compound,mg/100g,1,0.0195,500,16.7,11,561
2793,Anethole,148.088815006,Compound,mg/100g,0.125,0,9800,517.5,18,561
3840,beta-Eudesmol,222.198365454,Compound,mg/100g,8.575,1.75,23.6,15.175,4,561
3845,cis-Ligustilide,192.115029756,Compound,mg/100g,0.3,0.3,0.3,0,1,561
3896,"3-N-Butyl-4,5-dihydrophthalide",192.115029756,Compound,mg/100g,13.5,0.5,49.75,24.625,2,561
3906,alpha-Eudesmol,222.198365454,Compound,mg/100g,8.3,1.55,15.05,6.75,2,561
3926,D-Selinene,204.187800768,Compound,mg/100g,250,250,250,0,1,561
3952,Isobutylidene,174.111675712,Compound,mg/100g,3.2,3.2,3.2,0,1,561
3956,Ketoalcohol,50.000393924,Compound,mg/100g,276.5,276.5,276.5,0,1,561
3966,N-Pentyl benzene,148.125200512,Compound,mg/100g,24.5,24.5,24.5,0,1,561
3988,Sedanonic anhydride,192.115029756,Compound,mg/100g,816,816,816,0,1,561
4000,trans-Carvyl acetate,194.13067982,Compound,mg/100g,0.1,0.1,3.9,1.9,2,561
8727,"3-(2-Methylpropylidene)-3alpha,4-dihydro-1(3H)-isobenzofuranone",190.099379692,Compound,mg/100g,81.65,81.65,81.65,0,1,561
9287,cis-Dihydrocarvone,152.120115134,Compound,mg/100g,254.5,0,1500,543.4,4,561
10231,Santalol (alpha and beta),440.365430786,Compound,mg/100g,101.2,101.2,101.2,0,1,561
11865,3-Butyl-1(3H)-isobenzofuranone,190.099379692,Compound,mg/100g,88.2,84.4,92,3.79999999999998,2,561
12086,Propanal,58.041864814,Compound,mg/100g,0.1505,0.001,0.3,0.1495,2,561
12477,Xanthotoxin,216.042258738,Compound,mg/100g,0.16,0.03,80,2.4637499945,8,561
12608,Psoralen,186.031694053,Compound,mg/100g,0.175071429,0.009,410,0.74,9,561
12616,Ligustilide,190.099379692,Compound,mg/100g,0.1,0.1,0.1,0,1,561
12860,Neocnidilide,194.13067982,Compound,mg/100g,16.5,16.5,16.5,0,1,561
13604,beta-Selinene,204.187800768,Compound,mg/100g,5.5,0.011,19000,26.3,7,561
14419,alpha-Terpineol,154.1357652,Compound,mg/100g,6.75,0.00015,10800,41.35,31,561
14580,beta-Elemene,204.187800768,Compound,mg/100g,4.15,0.5,43.8,10.15,15,561
14604,p-Menth-1-en-4-ol,154.1357652,Compound,mg/100g,13.25,0.0055,459.55,38.2,29,561
14617,Carvone,150.104465071,Compound,mg/100g,4.8,0.1,2665.5,211.4475,15,561
14913,Perillaldehyde,150.104465071,Compound,mg/100g,0.35,0.1,33.6,8.6,4,561
14917,Dihydrocarvone,152.120115134,Compound,mg/100g,55,4.7,224.65,102.9875,3,561
14943,Linalool,154.1357652,Compound,mg/100g,7.2,0.00004,1668.5,81.8,35,561
15364,alpha-Humulene,204.187800768,Compound,mg/100g,11.825,0.113,3000,35.23875,21,561
15468,beta-Pinene,136.125200515,Compound,mg/100g,15.65,0.005,1323.05,69.95,31,561
15740,beta-Caryophyllene,204.187800768,Compound,mg/100g,28.75,0.246,25550,56.025,31,561
15972,gamma-Terpineol,154.1357652,Compound,mg/100g,9.1,9.1,9.1,0,1,561
17365,1-Isopropyl-4-methylbenzene,134.109550451,Compound,mg/100g,11.525,0.001,1047.3,50.65,35,561
17407,"7-Methyl-3-methylene-1,6-octadiene",136.125200515,Compound,mg/100g,15.95,0.45,333,45.1125,36,561
9,16:1 c,,Nutrient,mg/100g,271,0,897,361,47,561
10,16:1 t,,Nutrient,mg/100g,7,0,82,17.5,43,561
16,18:2 CLAs,,Nutrient,mg/100g,28,0,897,56,44,561
18,18:2 t not further defined,,Nutrient,mg/100g,11,0,478,23,44,561
19,"18:2 t,t",,Nutrient,mg/100g,20,0,533,28,7,561
26,20:3 n-3,,Nutrient,mg/100g,0,0,81,3,42,561
27,20:3 n-6,,Nutrient,mg/100g,14,0,56,19,43,561
32,22:1 c,,Nutrient,mg/100g,0,0,1263,0,42,561
33,22:1 t,,Nutrient,mg/100g,0,0,14,0,42,561
35,22:4,,Nutrient,mg/100g,1,0,170,4,56,561
2608,Daidzein,254.057908802,Compound,mg/100g,0.5277777625,0,61.7,6.8046429915,16,561
12226,Biochanin A,284.068473486,Compound,mg/100g,0.0124,0,0.067000002,0.033500001,3,561
2449,(E)-Resveratrol 3-glucoside,390.131467668,Compound,mg/100g,0.0611592115,0,0.24333334,0.0908565785,3,561
514,Syringic acid,198.052823422,Compound,mg/100g,0.1133499995,0,1285.5,1.190475012,64,561
844,Gentisic acid,154.026608673,Compound,mg/100g,0.166666669,0,15,1.5,25,561
2700,Isoferulic acid,194.057908808,Compound,mg/100g,0.3,0.02,155,77.49,3,561
4039,Isochlorogenic acid,354.095082174,Compound,mg/100g,12.65,0.1,200,68.5,3,561
11261,o-Coumaric acid,164.047344122,Compound,mg/100g,0.2076,0,38,1.92187499575,16,561
19148,Phosphatidylcholine,759.577805117,Compound,mg/100g,740,20.15,8250,2081.5625,12,561
1141,Inulin,504.16903495,Compound,mg/100g,30000,1000,34500,22500,5,561
1442,(-)-Arctigenin,372.1572885,Compound,mg/100g,8.3394999995,0.018999999,16.66,8.3205000005,2,561
1444,(-)-Arctiin,534.21011193,Compound,mg/100g,3000,3000,3000,0,1,561
1449,Lappaol A,536.204632622,Compound,mg/100g,10,10,10,0,1,561
1450,Lappaol C,554.215197308,Compound,mg/100g,1.5,1.5,1.5,0,1,561
1822,Lappaol F,714.267626808,Compound,mg/100g,3.115,0.23,6,2.885,1,561
3715,Sterols,248.214015518,Compound,mg/100g,104.15,20,188.3,84.15,2,561
4071,Arctic acid B,275.991485502,Compound,mg/100g,0,0,0,0,1,561
4073,Arctic acid C,278.007135566,Compound,mg/100g,0.01,0.01,0.01,0,1,561
4076,Arctignan A,554.215197308,Compound,mg/100g,12.5,12.5,12.5,0,1,561
4077,Arctignan B,552.199547244,Compound,mg/100g,15,15,15,0,1,561
4078,Arctignan C,552.199547244,Compound,mg/100g,14,14,14,0,1,561
4079,Arctignan D,732.278191494,Compound,mg/100g,25,25,25,0,1,561
4080,Arctignan E,732.278191494,Compound,mg/100g,27,27,27,0,1,561
4082,Arctinal,232.001656258,Compound,mg/100g,0.02,0.02,0.02,0,1,561
4084,Arctinol A,234.017306322,Compound,mg/100g,0.01,0.01,0.01,0,1,561
4087,Arctinone A,262.012220944,Compound,mg/100g,0.3,0.3,0.3,0,1,561
4091,Atropine,289.167793607,Compound,mg/100g,3,3,3,0,1,561
4110,Isolappaol A,536.204632622,Compound,mg/100g,5,5,5,0,1,561
4113,Lappaol E,554.215197308,Compound,mg/100g,6,6,6,0,1,561
4115,Lappaphen A,478.1272507,Compound,mg/100g,0,0,0,0,1,561
4121,Neoarctin B,742.298926921,Compound,mg/100g,3.8,3.8,3.8,0,1,561
4131,"Trideca-1,11-dien-3,5,7,9-tetrayn",164.062600258,Compound,mg/100g,0.1,0.1,0.1,0,1,561
10549,Myo-Inositol,180.063388116,Compound,mg/100g,74,1.8,750,290,9,561
284,Avenanthramide 2c,315.074287153,Compound,mg/100g,2.37500002,0.899999976,3.850000064,1.475000044,1,561
283,Avenanthramide 2p,299.079372531,Compound,mg/100g,1.779999934,0.860000014,2.699999854,0.91999992,1,561
304,Avenanthramide K,315.074287153,Compound,mg/100g,1.950000048,1.950000048,1.950000048,0,1,561
285,Avenanthramide 2f,329.089937217,Compound,mg/100g,2.650000016,0.899999976,8.125,3.612500012,1,561
10536,4-Hydroxyphenylacetic acid,152.047344122,Compound,mg/100g,0.035999998,0,6,0.19594999925,6,561
3030,"5-Heneicosyl-1,3-benzenediol",404.36543078,Compound,mg/100g,0.1777777805,0,23.819682381,5.8490188145,7,561
17922,"5-Heptadecyl-1,3-benzenediol",348.302830524,Compound,mg/100g,0,0,15.112825491,0.636225697,7,561
2936,"5-Nonadecyl-1,3-benzenediol",376.334130652,Compound,mg/100g,0.116666668,0,20.41492161,3.81479118375,7,561
17860,"5-Pentacosyl-1,3-benzenediol",460.428031036,Compound,mg/100g,0,0,5.213964718,1.124818754,7,561
17914,"5-Tricosyl-1,3-benzenediol",432.396730908,Compound,mg/100g,0,0,8.695100438,1.36622675,7,561
10506,4-Hydroxybenzaldehyde,122.036779436,Compound,mg/100g,0.115000005,0.115000005,0.115000005,0,1,561
838,Vanillin,152.047344122,Compound,mg/100g,0.00265,0,1.75,0.09725,9,561
3226,Spermine,202.215746852,Compound,mg/100g,1.3,1.3,1.3,0,1,561
3843,Carotene,536.438201803,Compound,mg/100g,2,0.011,52.5,34.41,8,561
9722,Lignin,508.993945137,Compound,mg/100g,13757.5,490,29400,20352.5,11,561
12042,Spermidine,145.157897623,Compound,mg/100g,1.4,1.4,1.4,0,1,561
12708,Scopoletin,192.042258738,Compound,mg/100g,1250.5,1,2500,1249.5,2,561
4300,Glycolipids,493.340648854,Compound,mg/100g,2170.875,1914,3362.8,669.1375,4,561
12055,Cinnamic acid,148.0524295,Compound,mg/100g,0.0065,0,21,0.6290500025,20,561
336,4-Vinylsyringol,242.094294314,Compound,mg/100g,14.434226518,14.434226518,14.434226518,0,1,561
8755,Hydroxytyrosol,154.062994186,Compound,mg/100g,0.728475567,0,65.927547455,41.433106457,2,561
13300,Ligustroside,524.189376488,Compound,mg/100g,0.7799999715,0,1.559999943,0.7799999715,2,561
14656,Oleuropein,540.18429111,Compound,mg/100g,0.167111105,0,72.01629982,55.574945055,2,561
17,18:2 i,,Nutrient,mg/100g,1148,0,4029,2607.25,5,561
22,18:3i,,Nutrient,mg/100g,1,0,1295,7,7,561
29955,Menatetrenone,444.302830528,Compound,mg/100g,0.0003,0,0.0149,0.0019,69,561
17792,Gluconapin,373.050122591,Compound,umol/g,20.4135,0.5,40.327,19.9135,2,561
17763,Glucoraphanin,436.040582999,Compound,umol/g,222.178,1.982,444.792,412.448,3,561
17762,Glucoerucin,421.053493409,Compound,umol/g,2.487,2.487,2.487,0,1,561
12325,Progoitrin,389.045037213,Compound,umol/g,7.00918,3.337,51.79,1.947,3,561
17741,Neoglucobrassicin,478.071586314,Compound,umol/g,52.395,11.197,105.747,59.8835,2,561
17774,4-Methoxyglucobrassicin,478.071586314,Compound,umol/g,19.331,14.355,40.385,5.742,3,561
17767,Glucoiberin,423.032757967,Compound,umol/g,34.302,17.363,66.91,35.7,3,561
12322,Sinigrin,359.034472527,Compound,umol/g,35.39835,15.0937,55.703,20.30465,2,561
2066,Glucobrassicin,448.061021628,Compound,umol/g,78.93,41.708,167.727,56.058,3,561
12325,Progoitrin,389.045037213,Compound,mg/100g,6.8,6.8,6.8,0,1,561
17792,Gluconapin,373.050122591,Compound,mg/100g,1.4,1.4,1.4,0,1,561
17766,Glucoibervirin,407.037843345,Compound,mg/100g,14.75,14.75,14.75,0,1,561
17767,Glucoiberin,423.032757967,Compound,mg/100g,20.95,20.95,20.95,0,1,561
17741,Neoglucobrassicin,478.071586314,Compound,mg/100g,8.55,8.55,8.55,0,1,561
12322,Sinigrin,359.034472527,Compound,mg/100g,26.25,26.25,26.25,0,1,561
2066,Glucobrassicin,448.061021628,Compound,mg/100g,43.05,43.05,43.05,0,1,561
11666,Coumestrol,268.037173358,Compound,mg/100g,0.037099998,0,40,15.03,4,561
765,Hexane,86.109550448,Compound,mg/100g,0.004,0.004,0.004,0,1,561
768,Pentane,72.093900384,Compound,mg/100g,0.076,0.076,0.076,0,1,561
857,2-Methoxy-4-vinylphenol,150.068079564,Compound,mg/100g,0.459999979,0.0072,400,0.5115000105,8,561
1365,1H-Indole-3-acetonitrile,156.068748266,Compound,mg/100g,0.057,0.057,0.057,0,1,561
2891,1-Tetradecanol,214.229665582,Compound,mg/100g,0.01,0.01,0.01,0,1,561
3052,Cetyl alcohol,242.26096571,Compound,mg/100g,0.057,0.057,0.057,0,1,561
3217,"3,5,5-Trimethyl-2-cyclohexen-1-one",138.10446507,Compound,mg/100g,0.006,0.006,0.006,0,1,561
3286,3-Methylbutanal,86.073164942,Compound,mg/100g,0.0009,0.00007,0.002,0.0009325,4,561
3592,Dimethyl sulfide,62.019020882,Compound,mg/100g,0.038,0.038,0.038,0,1,561
4302,1-Methylthiopentan-3-one,132.060885696,Compound,mg/100g,0.01,0.01,0.01,0,1,561
4303,2(or 3)-methylindole,131.073499293,Compound,mg/100g,0.019,0.019,0.019,0,1,561
4304,"2,5-Dimethyl-6-vinylpyrazine",134.08439833,Compound,mg/100g,0.019,0.019,0.019,0,1,561
4306,2-Acetyl-4-methylthiazole,141.024834541,Compound,mg/100g,0.002,0.002,0.002,0,1,561
4307,2-Methyl-6-vinylpyrazine,120.068748266,Compound,mg/100g,0.004,0.004,0.004,0,1,561
4308,2-Phenethyl isothiocyanate,163.045569983,Compound,mg/100g,0.057,0.057,0.057,0,1,561
4310,3-Methylbutanonitrile,83.073499294,Compound,mg/100g,0.004,0.004,0.004,0,1,561
4312,4-(Methylthio)-butanonitrile,115.045570468,Compound,mg/100g,2.76,2.76,2.76,0,1,561
4314,5-(Methylthio)-pentanonitrile,129.061220047,Compound,mg/100g,6.14,6.14,6.14,0,1,561
4315,Deca-2-one,156.151415262,Compound,mg/100g,0.002,0.002,0.002,0,1,561
4316,di-(2-Methylpropyl)-phthalate,278.151809192,Compound,mg/100g,0.01,0.01,0.01,0,1,561
4317,Dioctyl phthalate,390.277009704,Compound,mg/100g,0.342,0.342,0.342,0,1,561
4319,Linalol oxide,170.13067982,Compound,mg/100g,0.006,0.006,0.006,0,1,561
4321,Thiophen-2-carboxyaldehyde,111.99828544,Compound,mg/100g,0.004,0.004,0.004,0,1,561
4322,Thiophen-3-carboxyaldehyde,111.998285923,Compound,mg/100g,0.004,0.004,0.004,0,1,561
8069,Hexanal,100.088815006,Compound,mg/100g,0.04,0,5000,300.07,12,561
8091,(E)-2-Hexen-1-ol,100.088815006,Compound,mg/100g,0.005,0.00000399,0.073,0.0199,8,561
8092,(Z)-3-Hexen-1-ol,100.088815006,Compound,mg/100g,0.1025,0.019,1.86,0.06425,5,561
8128,2-Methylbutanal,86.073164942,Compound,mg/100g,0.038025,0.00005,0.076,0.037975,2,561
8158,Heptanenitrile,111.104799421,Compound,mg/100g,0.004,0.004,0.004,0,1,561
8231,1-Pentanol,88.088815006,Compound,mg/100g,0.0067,0.0002,2600,63.75125,8,561
8241,1-Penten-3-ol,86.073164942,Compound,mg/100g,0.0115,0.0001,220,55.011225,4,561
8348,"2,4-Heptadienal",110.073164942,Compound,mg/100g,0.004,0.004,0.004,0,1,561
8528,Trimethylpyrazine,122.08439833,Compound,mg/100g,0.006,0.006,0.006,0,1,561
10897,Ethyl methyl disulfide,108.006741636,Compound,mg/100g,0.002,0.002,0.002,0,1,561
11114,Methylpyrazine,94.053098202,Compound,mg/100g,0.008,0.008,0.008,0,1,561
11130,2-Acetylfuran,110.036779436,Compound,mg/100g,0.0011,0.0002,0.002,0.0009,2,561
11136,2-Acetylthiophene,126.013935504,Compound,mg/100g,0.002,0.002,0.002,0,1,561
11163,Trimethylthiazole,127.045569983,Compound,mg/100g,0.011,0.011,0.011,0,1,561
11264,Dibutyl phthalate,278.151809192,Compound,mg/100g,0.152,0.152,0.152,0,1,561
11889,Methanethiol,48.003370818,Compound,mg/100g,0.002,0.002,0.002,0,1,561
11909,Erucin,161.033290737,Compound,mg/100g,0.608,0.608,0.608,0,1,561
11933,"2,3-Butanedione",86.036779436,Compound,mg/100g,0.0013,0.0006,0.002,0.0007,2,561
12011,Indole,234.115698458,Compound,mg/100g,0.133,0.133,0.133,0,1,561
12110,2-Methyl-1-butanol,88.088815006,Compound,mg/100g,0.114,0.114,0.114,0,1,561
12457,Toluene,92.062600256,Compound,mg/100g,68.525,0.008,500,210.2355,4,561
12460,Benzeneacetonitrile,117.057849229,Compound,mg/100g,0.01005,0.0011,0.019,0.00895,2,561
12586,1-Octanol,130.135765198,Compound,mg/100g,1.5,0.002,750,14,8,561
12747,Ibervirin,147.017640673,Compound,mg/100g,0.361,0.361,0.361,0,1,561
13946,2-Acetylpyridine,121.052763851,Compound,mg/100g,0.002,0.002,0.002,0,1,561
13957,"2,5-Dimethylpyrazine",108.068748266,Compound,mg/100g,0.01905,0.0001,0.038,0.01895,2,561
14349,Hexanenitrile,97.089149357,Compound,mg/100g,0.006,0.006,0.006,0,1,561
14664,Benzaldehyde,106.041864814,Compound,mg/100g,0.155,0,2800,76.6225,8,561
14736,Pyridine,79.042199165,Compound,mg/100g,0.076025,0.00005,0.152,0.075975,2,561
15486,Carbon disulfide,75.94414138,Compound,mg/100g,0.019,0.019,0.019,0,1,561
19852,Trimethyloxazole,111.068413915,Compound,mg/100g,0.002,0.002,0.002,0,1,561
20362,1-(Methylthio)propane,90.05032101,Compound,mg/100g,0.008,0.008,0.008,0,1,561
20378,2-Ethylfuran,96.057514878,Compound,mg/100g,0.008,0.008,0.008,0,1,561
16491,Astragalin 7-glucoside,610.153384912,Compound,mg/100g,1.5,1.5,1.5,0,1,561
16485,Astragalin,448.100561482,Compound,mg/100g,0.579580426,0,39.875000477,1.389538438,19,561
16675,Kaempferol 3-sophoroside,610.153384912,Compound,mg/100g,16.600000381,1.66,150.75285848,74.54642924,2,561
2562,Neochlorogenic acid,354.095082174,Compound,mg/100g,4.533333302,0,118.594599956,31.915998831,26,561
270,"1,2,2'-Triferuloylgentiobiose",870.258243912,Compound,mg/100g,0.269062498,0.269062498,0.269062498,0,1,561
21017,"1,2,2'-Trisinapoylgentiobioside",960.28993797,Compound,mg/100g,1.382682921,1.382682921,1.382682921,0,1,561
266,"1,2-Diferuloylgentiobiose",694.21089979,Compound,mg/100g,2.6508,2.6508,2.6508,0,1,561
2179,"2-Feruloyl-1,2'-disinapoylgentiobiose",930.279373284,Compound,mg/100g,1.199899995,0.62,1.77979999,0.579899995,1,561
2178,"1,2-Disinapoylgentiobiose",754.232029162,Compound,mg/100g,0.9538000025,0.64,1.267600005,0.3138000025,1,561
269,"1-Sinapoyl-2,2'-diferuloylgentiobiose",900.268808598,Compound,mg/100g,1.214199988,1.214199988,1.214199988,0,1,561
2177,2-Feruloyl-1-sinapoylgentiobiose,724.221464476,Compound,mg/100g,1.31599997,1.31599997,1.31599997,0,1,561
10582,2-Phenylethylamine,121.089149357,Compound,mg/100g,0.08,0,2.001016985,0.195347648,13,561
30214,Neodymium,141.907718643,Compound,mg/100g,0.00006,0.00002,0.0015,0.00005,8,561
1223,Ascorbic acid,176.032087988,Compound,mg/100g,86.9,54.9,106.9,42.51,2,561
17766,Glucoibervirin,407.037843345,Compound,umol/g,2.0374,2.0374,2.0374,0,1,561
17788,Gluconasturtiin,423.065772655,Compound,umol/g,4.235,2.117,5.928,1.9055,1,561
1609,Glucoalyssin,450.056233063,Compound,umol/g,4.505,3.154,6.758,1.802,1,561
17773,4-Hydroxyglucobrassicin,464.05593625,Compound,umol/g,29.261,19.972,35.299,7.6635,1,561
11910,Dehydroascorbic acid,174.016437924,Compound,mg/100g,87.4,0.4,2000,1989.325,10,561
12578,Ellagic acid,302.006267153,Compound,mg/100g,2.063333313,0,735.444444444,19.965000272,27,561
12514,Theaflavin,564.126776232,Compound,mg/100g,0.02,0,1260,0.35,3,561
2426,"Theaflavin 3,3'-digallate",868.148693464,Compound,mg/100g,0,0,3.521775775,0.075,3,561
12515,Theaflavin 3'-gallate,716.137734848,Compound,mg/100g,0,0,4.075693963,0.03,3,561
17092,Theaflavin 3-gallate,716.137734848,Compound,mg/100g,0,0,1.580169694,0.3950424235,3,561
2824,Kaempferol 3-galactoside,448.100561482,Compound,mg/100g,0.24087133,0,3.085874081,0.3614600305,3,561
164,Kaempferol 3-O-glucosyl-rhamnosyl-galactoside,756.21129372,Compound,mg/100g,0.140578518,0,0.281157036,0.140578518,1,561
165,Kaempferol 3-O-glucosyl-rhamnosyl-glucoside,756.21129372,Compound,mg/100g,0.851881799,0.672854417,1.030909181,0.179027382,1,561
12726,Myricetin 3-galactoside,480.090390726,Compound,mg/100g,0,0,0,0,1,561
17008,Myricetin 3-glucoside,480.090390726,Compound,mg/100g,0.060377356,0,2.716981173,0.196226403,3,561
22000,Myricetin 3-rutinoside,626.148299534,Compound,mg/100g,0.3937107025,0,3.149685621,1.377987459,2,561
2820,Avicularin,434.084911418,Compound,mg/100g,0.0502963615,0,7.099205494,1.75513602525,7,561
2711,Hyperin,464.095476104,Compound,mg/100g,0.710049099,0,200,2.366092547,23,561
166,Quercetin 3-O-glucosyl-rhamnosyl-galactoside,772.206208342,Compound,mg/100g,0.657886803,0.641556263,0.674217343,0.01633054,1,561
167,Quercetin 3-O-glucosyl-rhamnosyl-glucoside,772.206208342,Compound,mg/100g,3.810035981,1.101529195,6.518542767,2.708506786,1,561
168,Quercetin 3-O-rhamnosyl-galactoside,610.153384912,Compound,mg/100g,0.238289997,0.201629996,0.274949998,0.036660001,1,561
18839,Theogallin,344.074346732,Compound,mg/100g,0.0583333345,0,11.572783271,3.406499916,7,561
2561,Cryptochlorogenic acid,354.095082174,Compound,mg/100g,0.579999994,0,60.292999268,28.08425024725,22,561
237,4-p-Coumaroylquinic acid,338.100167552,Compound,mg/100g,0,0,5.079722156,1.417500004,14,561
453,Theophylline,180.06472552,Compound,mg/100g,15.825,0.3,399.65,105.125,2,561
1563,"6,8-Di-C-beta-D-arabinopyranosylapigenin",534.137340918,Compound,mg/100g,2,2,2,0,1,561
17708,Epigallocatechin 3-p-coumarate,452.110732238,Compound,mg/100g,8.3,8.3,8.3,0,1,561
2778,(-)-Epiafzelechin,274.084123558,Compound,mg/100g,0.6,0.6,0.6,0,1,561
3304,Nonanal,142.135765198,Compound,mg/100g,0.9,0.0002,9700,1.637,14,561
3909,Ammonia,17.026549101,Compound,mg/100g,63.2,38.2,860,261.8,13,561
3946,Hex-cis-3-en-1-ol,100.088815006,Compound,mg/100g,305,0.006,5200,1592.4985,3,561
3959,Methylamine,31.042199165,Compound,mg/100g,2.68,0.45,397,200.1225,7,561
17122,Epicatechin 3-(3-methylgallate),456.10564686,Compound,mg/100g,50.45,50.45,50.45,0,1,561
18271,Epigallocatechin 3-cinnamate,436.115817616,Compound,mg/100g,1.3,1.3,1.3,0,1,561
4402,2-O-(beta-L-Arabinopyranosyl)-myoinositol,312.10564686,Compound,mg/100g,400,400,400,0,1,561
4458,Degalloyl theasinensin F,594.137340918,Compound,mg/100g,0.15,0.15,0.15,0,1,561
4462,Epicatechin-(4beta->8)-epigallocatechin 3'-gallate,746.148299534,Compound,mg/100g,2.1,2.1,2.1,0,1,561
18857,"Epicatechin-(4beta->8)-epigallocatechin 3,3'-digallate",898.15925815,Compound,mg/100g,0.4,0.4,0.4,0,1,561
16773,Epigallocatechin-(4beta->8)-epicatechin 3'-gallate,746.148299506,Compound,mg/100g,2.8,2.8,2.8,0,1,561
17711,"Epigallocatechin 3,5-digallate",610.095870034,Compound,mg/100g,1,1,1,0,1,561
17710,Epigallocatechin 3-(3-methylgallate),472.100561482,Compound,mg/100g,19.7,19.7,19.7,0,1,561
1634,Epigallocatechin 3-caffeate,468.10564686,Compound,mg/100g,0.2,0.2,0.2,0,1,561
16780,Gallocatechin-(4alpha->8)-epicatechin,594.137340918,Compound,mg/100g,2.25,2.25,2.25,0,1,561
4494,Hex-cis-3-en-1-al,98.073164942,Compound,mg/100g,18.50175,0.0035,37,18.49825,2,561
4503,Hex-trans-2-en-1-al,98.073164942,Compound,mg/100g,1361.225,0.006,6800,3550.661,3,561
4504,Hex-trans-2-en-1-ol,100.088815006,Compound,mg/100g,0.026,0.001,50,24.9995,3,561
95,ent-Gallocatechin 3-gallate,458.084911418,Compound,mg/100g,4090,4090,4090,0,1,561
4561,Pent-cis-2-en-1-ol,86.073164942,Compound,mg/100g,60.1375,0.275,120,59.8625,2,561
